C4,C6,0.999935612
C6,C4,0.999935612
V96,V323,0.999934616
V323,V96,0.999934616
V97,V324,0.999919728
V324,V97,0.999919728
V95,V322,0.999902923
V322,V95,0.999902923
V279,V293,0.999769944
V293,V279,0.999769944
V95,V101,0.99975716
V101,V95,0.99975716
V101,V322,0.999648663
V322,V101,0.999648663
C7,C12,0.99945381
C12,C7,0.99945381
V101,V293,0.999445838
V293,V101,0.999445838
V280,V295,0.999426794
V295,V280,0.999426794
V167,V177,0.999363303
V177,V167,0.999363303
V97,V103,0.999330952
V103,V97,0.999330952
V279,V322,0.99932328
V322,V279,0.99932328
V95,V279,0.999317059
V279,V95,0.999317059
V102,V133,0.99928662
V133,V102,0.99928662
V103,V324,0.999222233
V324,V103,0.999222233
V101,V279,0.999181816
V279,V101,0.999181816
V95,V293,0.999173001
V293,V95,0.999173001
V132,V316,0.999165878
V316,V132,0.999165878
V293,V322,0.999148802
V322,V293,0.999148802
V105,V329,0.99898798
V329,V105,0.99898798
V96,V102,0.998911152
V102,V96,0.998911152
V102,V323,0.998801455
V323,V102,0.998801455
V134,V318,0.998640016
V318,V134,0.998640016
C6,C14,0.99863156
C14,C6,0.99863156
V103,V134,0.998601713
V134,V103,0.998601713
C4,C14,0.998315461
C14,C4,0.998315461
V103,V295,0.998280073
V295,V103,0.998280073
V101,V132,0.998276786
V132,V101,0.998276786
V280,V324,0.998240293
V324,V280,0.998240293
V97,V280,0.998240271
V280,V97,0.998240271
V295,V318,0.998163846
V318,V295,0.998163846
V177,V211,0.998120239
V211,V177,0.998120239
V95,V132,0.998025965
V132,V95,0.998025965
V132,V322,0.997975026
V322,V132,0.997975026
V293,V316,0.99794282
V316,V293,0.99794282
V103,V280,0.997808579
V280,V103,0.997808579
V167,V211,0.997783492
V211,V167,0.997783492
V279,V316,0.997771297
V316,V279,0.997771297
V132,V293,0.997744268
V293,V132,0.997744268
V96,V133,0.997731907
V133,V96,0.997731907
V133,V323,0.997642936
V323,V133,0.997642936
V101,V316,0.997635426
V316,V101,0.997635426
V106,V330,0.997616662
V330,V106,0.997616662
V97,V295,0.997552282
V295,V97,0.997552282
V132,V279,0.997527076
V279,V132,0.997527076
V295,V324,0.997505587
V324,V295,0.997505587
V316,V322,0.997425517
V322,V316,0.997425517
V294,V317,0.997413387
V317,V294,0.997413387
V97,V134,0.997385581
V134,V97,0.997385581
V103,V318,0.997368219
V318,V103,0.997368219
V95,V316,0.997351718
V316,V95,0.997351718
V134,V324,0.997299171
V324,V134,0.997299171
V280,V318,0.997202229
V318,V280,0.997202229
V296,V298,0.997050353
V298,V296,0.997050353
V134,V295,0.996915398
V295,V134,0.996915398
C8,C10,0.996701661
C10,C8,0.996701661
V127,V332,0.996666554
V332,V127,0.996666554
V143,V164,0.996573813
V164,V143,0.996573813
V112,V113,0.996548621
V113,V112,0.996548621
C1,C11,0.996470628
C11,C1,0.996470628
V128,V333,0.996286793
V333,V128,0.996286793
V318,V324,0.996105772
V324,V318,0.996105772
V97,V318,0.996099436
V318,V97,0.996099436
V266,V269,0.996084708
V269,V266,0.996084708
V179,V213,0.9960326
V213,V179,0.9960326
V133,V332,0.996000362
V332,V133,0.996000362
V134,V280,0.995997179
V280,V134,0.995997179
V217,V231,0.995957238
V231,V217,0.995957238
C1,C2,0.9959254
C2,C1,0.9959254
V128,V308,0.995915665
V308,V128,0.995915665
V168,V213,0.995784885
V213,V168,0.995784885
V307,V317,0.995279965
V317,V307,0.995279965
V126,V331,0.995103625
V331,V126,0.995103625
V323,V332,0.995016143
V332,V323,0.995016143
V127,V133,0.995009752
V133,V127,0.995009752
V168,V179,0.995004128
V179,V168,0.995004128
V96,V332,0.994892016
V332,V96,0.994892016
C2,C11,0.994856637
C11,C2,0.994856637
V102,V332,0.994824
V332,V102,0.994824
V126,V306,0.994771022
V306,V126,0.994771022
V232,V233,0.994581916
V233,V232,0.994581916
V308,V333,0.994560516
V333,V308,0.994560516
V96,V134,0.9944764
V134,V96,0.9944764
V134,V323,0.994415185
V323,V134,0.994415185
C4,C11,0.994356428
C11,C4,0.994356428
V111,V113,0.994129338
V113,V111,0.994129338
V96,V103,0.993936131
V103,V96,0.993936131
V103,V323,0.993854402
V323,V103,0.993854402
V133,V317,0.993844448
V317,V133,0.993844448
V96,V127,0.993728583
V127,V96,0.993728583
V127,V323,0.99366285
V323,V127,0.99366285
V102,V127,0.99365286
V127,V102,0.99365286
V102,V134,0.993602597
V134,V102,0.993602597
V134,V333,0.993526855
V333,V134,0.993526855
C6,C11,0.993517286
C11,C6,0.993517286
V306,V331,0.993496844
V331,V306,0.993496844
V108,V110,0.993493017
V110,V108,0.993493017
V318,V323,0.993352627
V323,V318,0.993352627
V96,V318,0.993343268
V318,V96,0.993343268
V128,V134,0.99330431
V134,V128,0.99330431
V133,V134,0.99327527
V134,V133,0.99327527
V102,V317,0.993237373
V317,V102,0.993237373
V298,V329,0.993215831
V329,V298,0.993215831
V308,V318,0.993070718
V318,V308,0.993070718
V105,V298,0.993023081
V298,V105,0.993023081
V127,V307,0.992943949
V307,V127,0.992943949
V178,V179,0.992831506
V179,V178,0.992831506
V96,V97,0.99280984
V97,V96,0.99280984
V332,V333,0.992772686
V333,V332,0.992772686
V127,V128,0.992761933
V128,V127,0.992761933
V323,V324,0.992756635
V324,V323,0.992756635
V97,V323,0.992756623
V323,V97,0.992756623
V178,V213,0.992742921
V213,V178,0.992742921
V96,V324,0.992683172
V324,V96,0.992683172
V318,V333,0.992546268
V333,V318,0.992546268
V102,V318,0.992513587
V318,V102,0.992513587
V102,V103,0.992417034
V103,V102,0.992417034
V96,V295,0.992326931
V295,V96,0.992326931
V295,V323,0.992291052
V323,V295,0.992291052
V132,V164,0.992259269
V164,V132,0.992259269
V164,V316,0.992248665
V316,V164,0.992248665
V294,V307,0.99216053
V307,V294,0.99216053
V133,V318,0.992091725
V318,V133,0.992091725
V128,V318,0.991846484
V318,V128,0.991846484
V307,V332,0.991836961
V332,V307,0.991836961
V134,V332,0.991813867
V332,V134,0.991813867
V101,V164,0.991647707
V164,V101,0.991647707
V96,V317,0.991647279
V317,V96,0.991647279
V134,V308,0.991645751
V308,V134,0.991645751
V177,V293,0.99162868
V293,V177,0.99162868
V101,V177,0.991628154
V177,V101,0.991628154
V280,V323,0.991622138
V323,V280,0.991622138
V96,V280,0.991610639
V280,V96,0.991610639
V317,V323,0.991603992
V323,V317,0.991603992
V231,V233,0.991549922
V233,V231,0.991549922
V164,V322,0.991519832
V322,V164,0.991519832
V211,V316,0.991503035
V316,V211,0.991503035
V132,V211,0.991405588
V211,V132,0.991405588
V324,V333,0.991377467
V333,V324,0.991377467
V95,V164,0.991368425
V164,V95,0.991368425
V164,V293,0.991209057
V293,V164,0.991209057
V97,V333,0.991188618
V333,V97,0.991188618
V103,V333,0.991075455
V333,V103,0.991075455
V177,V279,0.991055542
V279,V177,0.991055542
V318,V332,0.990972039
V332,V318,0.990972039
V164,V279,0.990947653
V279,V164,0.990947653
V167,V293,0.990929964
V293,V167,0.990929964
V101,V167,0.990924028
V167,V101,0.990924028
V132,V177,0.99090979
V177,V132,0.99090979
V102,V295,0.990862159
V295,V102,0.990862159
V95,V177,0.990840363
V177,V95,0.990840363
V167,V279,0.990794851
V279,V167,0.990794851
V127,V134,0.990789039
V134,V127,0.990789039
V97,V128,0.990761493
V128,V97,0.990761493
V299,V330,0.990726801
V330,V299,0.990726801
V177,V316,0.990716808
V316,V177,0.990716808
V177,V322,0.990713128
V322,V177,0.990713128
V128,V324,0.990700489
V324,V128,0.990700489
V111,V112,0.990698659
V112,V111,0.990698659
V219,V232,0.990676597
V232,V219,0.990676597
V280,V308,0.990661962
V308,V280,0.990661962
V307,V308,0.990661131
V308,V307,0.990661131
V103,V128,0.990656604
V128,V103,0.990656604
V95,V167,0.990579993
V167,V95,0.990579993
V295,V308,0.990538477
V308,V295,0.990538477
V167,V322,0.990501792
V322,V167,0.990501792
V180,V182,0.990420225
V182,V180,0.990420225
V317,V318,0.990407369
V318,V317,0.990407369
V132,V331,0.990389577
V331,V132,0.990389577
V202,V211,0.990388124
V211,V202,0.990388124
V317,V332,0.990312072
V332,V317,0.990312072
V126,V132,0.990288528
V132,V126,0.990288528
V132,V167,0.990195624
V167,V132,0.990195624
V103,V133,0.990139122
V133,V103,0.990139122
V106,V299,0.990131657
V299,V106,0.990131657
V316,V331,0.990042021
V331,V316,0.990042021
V167,V316,0.99001118
V316,V167,0.99001118
V101,V211,0.990000146
V211,V101,0.990000146
V128,V332,0.989954381
V332,V128,0.989954381
V127,V308,0.989952016
V308,V127,0.989952016
V133,V307,0.989924903
V307,V133,0.989924903
V211,V293,0.989906668
V293,V211,0.989906668
V306,V316,0.989855562
V316,V306,0.989855562
V103,V308,0.989802948
V308,V103,0.989802948
V308,V324,0.989769012
V324,V308,0.989769012
V97,V102,0.989735853
V102,V97,0.989735853
V97,V308,0.989685142
V308,V97,0.989685142
V280,V333,0.989678985
V333,V280,0.989678985
V217,V233,0.989673962
V233,V217,0.989673962
V102,V324,0.989576038
V324,V102,0.989576038
V127,V318,0.989536048
V318,V127,0.989536048
V295,V333,0.989422485
V333,V295,0.989422485
V101,V143,0.98941995
V143,V101,0.98941995
V211,V279,0.989384926
V279,V211,0.989384926
V126,V316,0.98933189
V316,V126,0.98933189
V95,V211,0.989217745
V211,V95,0.989217745
V211,V322,0.989207875
V322,V211,0.989207875
V143,V322,0.989205805
V322,V143,0.989205805
V168,V178,0.989184044
V178,V168,0.989184044
C10,C13,0.989170886
C13,C10,0.989170886
V95,V143,0.989146093
V143,V95,0.989146093
V102,V307,0.989135911
V307,V102,0.989135911
V128,V280,0.989114042
V280,V128,0.989114042
V109,V110,0.989098171
V110,V109,0.989098171
V127,V333,0.989091383
V333,V127,0.989091383
V307,V323,0.989051965
V323,V307,0.989051965
V96,V307,0.989035718
V307,V96,0.989035718
V308,V332,0.988977561
V332,V308,0.988977561
V167,V202,0.988963408
V202,V167,0.988963408
V128,V295,0.988913388
V295,V128,0.988913388
V143,V293,0.988888144
V293,V143,0.988888144
V132,V306,0.988826391
V306,V132,0.988826391
V99,V326,0.988797665
V326,V99,0.988797665
V102,V280,0.988773985
V280,V102,0.988773985
V127,V317,0.988726774
V317,V127,0.988726774
V219,V233,0.988722015
V233,V219,0.988722015
V102,V178,0.988717544
V178,V102,0.988717544
V133,V178,0.988619533
V178,V133,0.988619533
V133,V295,0.988602077
V295,V133,0.988602077
V143,V279,0.988540383
V279,V143,0.988540383
V307,V318,0.988537179
V318,V307,0.988537179
C11,C13,0.988349612
C13,C11,0.988349612
V103,V332,0.988126162
V332,V103,0.988126162
V295,V317,0.987982022
V317,V295,0.987982022
C8,C13,0.987930526
C13,C8,0.987930526
V132,V143,0.98771444
V143,V132,0.98771444
V153,V154,0.987561303
V154,V153,0.987561303
C11,C14,0.987512058
C14,C11,0.987512058
V134,V179,0.987444646
V179,V134,0.987444646
V102,V294,0.987380416
V294,V102,0.987380416
V177,V202,0.987353579
V202,V177,0.987353579
V103,V179,0.987326324
V179,V103,0.987326324
V178,V212,0.987230082
V212,V178,0.987230082
V296,V329,0.987190573
V329,V296,0.987190573
V143,V316,0.987186415
V316,V143,0.987186415
V97,V133,0.987080851
V133,V97,0.987080851
V134,V317,0.987059897
V317,V134,0.987059897
V133,V324,0.986940211
V324,V133,0.986940211
V105,V296,0.986933355
V296,V105,0.986933355
C2,C13,0.986926963
C13,C2,0.986926963
V103,V127,0.98692615
V127,V103,0.98692615
V96,V178,0.986696476
V178,V96,0.986696476
V133,V294,0.986681083
V294,V133,0.986681083
V178,V323,0.98663124
V323,V178,0.98663124
V295,V332,0.986612472
V332,V295,0.986612472
V279,V306,0.986607064
V306,V279,0.986607064
V322,V331,0.986604359
V331,V322,0.986604359
V179,V318,0.986602958
V318,V179,0.986602958
V324,V332,0.986482554
V332,V324,0.986482554
V323,V333,0.986439281
V333,V323,0.986439281
V97,V332,0.986405102
V332,V97,0.986405102
V95,V126,0.98639264
V126,V95,0.98639264
V126,V322,0.986376049
V322,V126,0.986376049
V294,V295,0.986345698
V295,V294,0.986345698
V95,V331,0.98632459
V331,V95,0.98632459
V96,V333,0.98629281
V333,V96,0.98629281
V306,V322,0.986290873
V322,V306,0.986290873
V96,V294,0.986250171
V294,V96,0.986250171
V133,V280,0.986200126
V280,V133,0.986200126
V293,V306,0.986194647
V306,V293,0.986194647
V294,V323,0.986165831
V323,V294,0.986165831
V179,V295,0.986128257
V295,V179,0.986128257
V95,V306,0.986107249
V306,V95,0.986107249
V101,V126,0.9860141
V126,V101,0.9860141
V101,V331,0.985943221
V331,V101,0.985943221
V96,V128,0.985929144
V128,V96,0.985929144
V128,V323,0.985883679
V323,V128,0.985883679
V279,V331,0.98587582
V331,V279,0.98587582
V101,V306,0.985851344
V306,V101,0.985851344
C2,C8,0.985835305
C8,C2,0.985835305
V164,V211,0.985833819
V211,V164,0.985833819
V295,V307,0.985764381
V307,V295,0.985764381
V126,V279,0.985754117
V279,V126,0.985754117
V294,V318,0.985558517
V318,V294,0.985558517
C1,C4,0.985546875
C4,C1,0.985546875
V293,V331,0.985495669
V331,V293,0.985495669
V126,V293,0.985445135
V293,V126,0.985445135
V308,V323,0.98540558
V323,V308,0.98540558
V280,V332,0.985388749
V332,V280,0.985388749
V280,V317,0.985344809
V317,V280,0.985344809
V127,V295,0.985342863
V295,V127,0.985342863
V96,V308,0.985341747
V308,V96,0.985341747
V134,V307,0.985332829
V307,V134,0.985332829
V128,V307,0.985316057
V307,V128,0.985316057
V100,V327,0.985240465
V327,V100,0.985240465
V97,V127,0.98520695
V127,V97,0.98520695
V97,V179,0.985158289
V179,V97,0.985158289
V102,V179,0.98514665
V179,V102,0.98514665
V127,V324,0.98508497
V324,V127,0.98508497
V179,V324,0.985054335
V324,V179,0.985054335
V96,V179,0.98502587
V179,V96,0.98502587
V179,V323,0.984958317
V323,V179,0.984958317
V212,V213,0.984947321
V213,V212,0.984947321
V202,V306,0.984839435
V306,V202,0.984839435
C1,C8,0.984576443
C8,C1,0.984576443
V133,V333,0.984516374
V333,V133,0.984516374
V179,V280,0.98444281
V280,V179,0.98444281
C1,C6,0.984380989
C6,C1,0.984380989
V104,V328,0.98435355
V328,V104,0.98435355
V164,V177,0.98434509
V177,V164,0.98434509
V128,V133,0.984297694
V133,V128,0.984297694
V280,V307,0.984270956
V307,V280,0.984270956
V255,V256,0.984081757
V256,V255,0.984081757
V127,V280,0.984081724
V280,V127,0.984081724
V103,V317,0.984033217
V317,V103,0.984033217
V102,V333,0.984021772
V333,V102,0.984021772
V250,V251,0.983995279
V251,V250,0.983995279
C1,C13,0.983980209
C13,C1,0.983980209
V280,V294,0.983876685
V294,V280,0.983876685
V133,V179,0.983811883
V179,V133,0.983811883
V217,V232,0.983787008
V232,V217,0.983787008
V307,V333,0.983705149
V333,V307,0.983705149
V231,V232,0.983687004
V232,V231,0.983687004
V102,V128,0.983663252
V128,V102,0.983663252
V164,V167,0.983580063
V167,V164,0.983580063
V178,V332,0.98350517
V332,V178,0.98350517
V217,V219,0.98346994
V219,V217,0.98346994
C7,C10,0.983374417
C10,C7,0.983374417
V133,V308,0.983328536
V308,V133,0.983328536
V102,V308,0.983296602
V308,V102,0.983296602
V178,V317,0.982908897
V317,V178,0.982908897
V134,V213,0.982730533
V213,V134,0.982730533
V145,V150,0.982667589
V150,V145,0.982667589
V108,V109,0.98266342
V109,V108,0.98266342
V168,V212,0.982558312
V212,V168,0.982558312
V294,V332,0.982266601
V332,V294,0.982266601
V127,V178,0.982216337
V178,V127,0.982216337
V213,V318,0.982177845
V318,V213,0.982177845
V103,V307,0.982135374
V307,V103,0.982135374
C2,C4,0.982092658
C4,C2,0.982092658
C10,C12,0.982056892
C12,C10,0.982056892
V118,V119,0.981786035
V119,V118,0.981786035
V308,V317,0.981563257
V317,V308,0.981563257
V164,V331,0.981375562
V331,V164,0.981375562
V204,V212,0.981086143
V212,V204,0.981086143
